SiteFrom,Date,Median
BP14,2010-03-01,0.7511288821697235
BP14,2010-04-01,0.39892199635505676
BP14,2010-05-01,1.1319911479949951
BP14,2010-06-01,NA
BP14,2010-07-01,0.5046366304159164
BP14,2010-08-01,0.5279133915901184
BP14,2010-09-01,0.3843259811401367
BP14,2010-10-01,0.263811856508255
BP14,2010-11-01,0.312075600028038
BP14,2010-12-01,0.6468490958213806
BP14,2011-01-01,0.5304960608482361
BP14,2011-02-01,0.274275541305542
BP14,2011-03-01,0.4264593720436096
BP14,2011-04-01,NA
BP14,2011-05-01,0.4449698328971863
BP14,2011-06-01,NA
BP14,2011-07-01,0.8627104759216309
BP14,2011-08-01,0.31453171372413635
BP14,2011-09-01,0.6366848945617676
BP14,2011-10-01,0.5932909250259399
BP14,2011-11-01,0.4676681458950043
BP14,2011-12-01,0.3272700309753418
BP14,2012-01-01,0.40142926573753357
BP14,2012-02-01,0.5905088782310486
BP14,2012-03-01,0.3351087272167206
BP14,2012-04-01,1.246042013168335
BP14,2012-05-01,0.37194952368736267
BP14,2012-06-01,NA
BP14,2012-07-01,0.38544097542762756
BP14,2012-08-01,0.521324098110199
BP14,2012-09-01,0.2085588127374649
BP14,2012-10-01,NA
BP14,2012-11-01,0.26829037070274353
BP14,2012-12-01,NA
BP14,2013-01-01,NA
BP14,2013-02-01,0.2890544831752777
BP14,2013-03-01,0.9920358657836914
BP14,2013-04-01,0.8042414784431458
BP14,2013-05-01,0.3251735270023346
BP14,2013-06-01,NA
BP14,2013-07-01,0.6991672515869141
BP14,2013-08-01,NA
BP14,2013-09-01,0.5103113651275635
BP14,2013-10-01,0.28844162821769714
BP14,2013-11-01,NA
BP14,2013-12-01,NA
BP14,2014-01-01,0.43497997522354126
BP14,2014-02-01,0.39978331327438354
BP14,2014-03-01,0.6070370674133301
BP14,2014-04-01,NA
BP14,2014-05-01,0.4192344844341278
BP14,2014-06-01,0.3932829201221466
BP14,2014-07-01,0.7203013300895691
BP14,2014-08-01,0.32066190242767334
BP14,2014-09-01,1.1245108842849731
BP14,2014-10-01,0.4094475507736206
BP14,2014-11-01,0.47953149676322937
BP14,2014-12-01,NA
BP14,2015-01-01,NA
BP14,2015-02-01,0.40748924016952515
BP14,2015-03-01,0.4925768971443176
BP14,2015-04-01,NA
BP14,2015-05-01,0.9730449318885803
BP14,2015-06-01,0.556236207485199
BP14,2015-07-01,NA
BP14,2015-08-01,NA
BP14,2015-09-01,0.554507851600647
BP14,2015-10-01,0.5224194526672363
BP14,2015-11-01,0.3230843245983124
BP14,2015-12-01,0.31011348962783813
BP14,2016-01-01,NA
BP14,2016-02-01,0.5359957218170166
BP14,2016-03-01,0.8063328862190247
BP14,2016-04-01,0.7847816944122314
BP14,2016-05-01,0.24870550632476807
BP14,2016-06-01,NA
BP14,2016-07-01,NA
BP14,2016-08-01,NA
BP14,2016-09-01,NA
BP14,2016-10-01,0.2198883444070816
BP14,2016-11-01,0.5398587584495544
BP14,2016-12-01,NA
BP14,2017-01-01,0.6802698373794556
BP14,2017-02-01,0.3465326726436615
BP14,2017-03-01,0.5243028104305267
BP14,2017-04-01,NA
BP14,2017-05-01,0.2926379144191742
BP14,2017-06-01,0.2138138711452484
BP14,2017-07-01,NA
BP14,2017-08-01,0.6432485580444336
BP14,2017-09-01,0.3049265444278717
BP14,2017-10-01,0.412960022687912
BP14,2017-11-01,0.40176475048065186
BP14,2017-12-01,0.2099485546350479
BP14,2018-01-01,0.4204751253128052
BP14,2018-02-01,NA
BP14,2018-03-01,0.48530375957489014
BP14,2018-04-01,0.6568820476531982
BP14,2018-05-01,0.6581437587738037
BP14,2018-06-01,0.3116508722305298
BP14,2018-07-01,0.44690975546836853
BP14,2018-08-01,0.8512154221534729
BP14,2018-09-01,0.4208218902349472
BP14,2018-10-01,0.544741153717041
BP14,2018-11-01,0.3568168878555298
BP14,2018-12-01,NA
BP14,2019-01-01,NA
BP14,2019-02-01,0.5722202658653259
BP14,2019-03-01,0.5547673106193542
BP13,2002-07-01,NA
BP13,2002-08-01,0.7001653909683228
BP13,2002-09-01,0.9016370177268982
BP13,2002-10-01,0.40519605576992035
BP13,2002-11-01,NA
BP13,2002-12-01,0.4879988729953766
BP13,2003-01-01,0.553843080997467
BP13,2003-02-01,0.626604825258255
BP13,2003-03-01,0.47949959337711334
BP13,2003-04-01,0.4304641783237457
BP13,2003-05-01,0.7424773573875427
BP13,2003-06-01,NA
BP13,2003-07-01,0.35645654797554016
BP13,2003-08-01,0.505377858877182
BP13,2003-09-01,0.4050051122903824
BP13,2003-10-01,0.3987784683704376
BP13,2003-11-01,NA
BP13,2003-12-01,0.4170752167701721
BP13,2004-01-01,0.41218748688697815
BP13,2004-02-01,0.43608224391937256
BP13,2004-03-01,0.35865291953086853
BP13,2004-04-01,0.3610387146472931
BP13,2004-05-01,NA
BP13,2004-06-01,NA
BP13,2004-07-01,0.44366297125816345
BP13,2004-08-01,NA
BP13,2004-09-01,0.5544763803482056
BP13,2004-10-01,0.49174630641937256
BP13,2004-11-01,0.37579675018787384
BP13,2004-12-01,NA
BP13,2005-01-01,0.5173459053039551
BP13,2005-02-01,0.3644264489412308
BP13,2005-03-01,0.5517813563346863
BP13,2005-04-01,0.5132661461830139
BP13,2005-05-01,0.32827210426330566
BP13,2005-06-01,NA
BP13,2005-07-01,NA
BP13,2005-08-01,0.3686378002166748
BP13,2005-09-01,0.5274280905723572
BP13,2005-10-01,0.479305624961853
BP13,2005-11-01,0.4061737507581711
BP13,2005-12-01,0.603120744228363
BP13,2006-01-01,0.4511839300394058
BP13,2006-02-01,0.41785916686058044
BP13,2006-03-01,0.5387378931045532
BP13,2006-04-01,0.4158095121383667
BP13,2006-05-01,0.2932341992855072
BP13,2006-06-01,0.3827270567417145
BP13,2006-07-01,0.3360608220100403
BP13,2006-08-01,0.47377514839172363
BP13,2006-09-01,0.38862068951129913
BP13,2006-10-01,0.38765254616737366
BP13,2006-11-01,NA
BP13,2006-12-01,0.3588007092475891
BP13,2007-01-01,0.36988696455955505
BP13,2007-02-01,0.577784389257431
BP13,2007-03-01,0.48811498284339905
BP13,2007-04-01,0.3022909462451935
BP13,2007-05-01,0.4951827675104141
BP13,2007-06-01,NA
BP13,2007-07-01,0.5043911337852478
BP13,2007-08-01,0.41965994238853455
BP13,2007-09-01,0.3449023962020874
BP13,2007-10-01,0.4575381278991699
BP13,2007-11-01,0.4785650372505188
BP13,2007-12-01,0.3439960479736328
BP13,2008-01-01,0.36008691787719727
BP13,2008-02-01,0.5244218111038208
BP13,2008-03-01,0.24526441097259521
BP13,2008-04-01,0.3643544912338257
BP13,2008-05-01,0.38796383142471313
BP13,2008-06-01,0.39219367504119873
BP13,2008-07-01,NA
BP13,2008-08-01,0.5678797960281372
BP13,2008-09-01,0.527931272983551
BP13,2008-10-01,NA
BP13,2008-11-01,0.4623217284679413
BP13,2008-12-01,0.44183292984962463
BP13,2009-01-01,0.3978029489517212
BP13,2009-02-01,0.5997291803359985
BP13,2009-03-01,0.5049716830253601
BP13,2009-04-01,0.6420143246650696
BP13,2009-05-01,0.36956197023391724
BP13,2009-06-01,0.38372448086738586
BP13,2009-07-01,0.28956520557403564
BP13,2009-08-01,0.31701308488845825
BP13,2009-09-01,0.7406840920448303
BP13,2009-10-01,0.45050719380378723
BP13,2009-11-01,0.33349043130874634
BP13,2009-12-01,0.4614044278860092
BP13,2010-01-01,0.40432801842689514
BP13,2010-02-01,0.5083327293395996
BP13,2010-03-01,0.5036024898290634
BP13,2010-04-01,0.3962404429912567
BP13,2010-05-01,0.44178009033203125
BP13,2010-06-01,0.4672030806541443
BP13,2010-07-01,0.39288975298404694
BP13,2010-08-01,0.4429699778556824
BP13,2010-09-01,0.48394933342933655
BP13,2010-10-01,NA
BP13,2010-11-01,0.4636186957359314
BP13,2010-12-01,0.6657342314720154
BP13,2011-01-01,0.3280518651008606
BP13,2011-02-01,0.45004329085350037
BP13,2011-03-01,NA
BP13,2011-04-01,NA
BP13,2011-05-01,0.3121792674064636
BP13,2011-06-01,0.3504847288131714
BP13,2011-07-01,0.46670129895210266
BP13,2011-08-01,0.3340787887573242
BP13,2011-09-01,0.5662673115730286
BP13,2011-10-01,0.5192574262619019
BP13,2011-11-01,0.6706437468528748
BP13,2011-12-01,0.3177089989185333
BP13,2012-01-01,0.3151489198207855
BP13,2012-02-01,0.5880201458930969
BP13,2012-03-01,0.484526664018631
BP13,2012-04-01,0.6280343532562256
BP13,2012-05-01,0.33469489216804504
BP13,2012-06-01,NA
BP13,2012-07-01,NA
BP13,2012-08-01,0.43682703375816345
BP13,2012-09-01,0.446699321269989
BP13,2012-10-01,0.47360000014305115
BP13,2012-11-01,0.5577427744865417
BP13,2012-12-01,NA
BP13,2013-01-01,0.38180436193943024
BP13,2013-02-01,0.3253512382507324
BP13,2013-03-01,0.5811264514923096
BP13,2013-04-01,0.4641264081001282
BP13,2013-05-01,0.39849933981895447
BP13,2013-06-01,NA
BP13,2013-07-01,NA
BP13,2013-08-01,0.5896058678627014
BP13,2013-09-01,0.3048505187034607
BP13,2013-10-01,0.45156317949295044
BP13,2013-11-01,0.310637891292572
BP13,2013-12-01,0.34372860193252563
BP13,2014-01-01,0.4409840703010559
BP13,2014-02-01,0.47499316930770874
BP13,2014-03-01,0.5514867305755615
BP13,2014-04-01,0.5633757710456848
BP13,2014-05-01,0.3163817822933197
BP13,2014-06-01,0.63565793633461
BP13,2014-07-01,0.2808779180049896
BP13,2014-08-01,NA
BP13,2014-09-01,0.8842383623123169
BP13,2014-10-01,0.34434837102890015
BP13,2014-11-01,0.5313540399074554
BP13,2014-12-01,NA
BP13,2015-01-01,0.3373751640319824
BP13,2015-02-01,0.42752042412757874
BP13,2015-03-01,0.5875740647315979
BP13,2015-04-01,0.2610511779785156
BP13,2015-05-01,0.5019416809082031
BP13,2015-06-01,0.48814646899700165
BP13,2015-07-01,NA
BP13,2015-08-01,0.4021686911582947
BP13,2015-09-01,0.47748254239559174
BP13,2015-10-01,0.57232666015625
BP13,2015-11-01,0.3701635003089905
BP13,2015-12-01,0.4597285985946655
BP13,2016-01-01,NA
BP13,2016-02-01,0.3904494643211365
BP13,2016-03-01,0.4779840409755707
BP13,2016-04-01,NA
BP13,2016-05-01,0.25081828236579895
BP13,2016-06-01,0.3680953234434128
BP13,2016-07-01,NA
BP13,2016-08-01,NA
BP13,2016-09-01,0.39733579754829407
BP13,2016-10-01,NA
BP13,2016-11-01,0.40474382042884827
BP13,2016-12-01,0.31133773922920227
BP13,2017-01-01,0.640991747379303
BP13,2017-02-01,0.3488582968711853
BP13,2017-03-01,0.3987513482570648
BP13,2017-04-01,0.44231829047203064
BP13,2017-05-01,0.3879493772983551
BP13,2017-06-01,NA
BP13,2017-07-01,NA
BP13,2017-08-01,NA
BP13,2017-09-01,0.3274078071117401
BP13,2017-10-01,0.4164893329143524
BP13,2017-11-01,0.46075816452503204
BP13,2017-12-01,0.5358489751815796
BP13,2018-01-01,0.423640638589859
BP13,2018-02-01,0.32558706402778625
BP13,2018-03-01,0.4179033637046814
BP13,2018-04-01,0.6323059797286987
BP13,2018-05-01,0.5141916871070862
BP13,2018-06-01,0.33576229214668274
BP13,2018-07-01,0.3669138103723526
BP13,2018-08-01,0.3929223418235779
BP13,2018-09-01,0.44648054242134094
BP13,2018-10-01,0.4368100166320801
BP13,2018-11-01,0.376559853553772
BP13,2018-12-01,NA
BP13,2019-01-01,0.2571370303630829
BP13,2019-02-01,0.4527340531349182
BP13,2019-03-01,0.26367008686065674
LH02,2002-07-01,0.5308612585067749
LH02,2002-08-01,0.9836713671684265
LH02,2002-09-01,0.47421175241470337
LH02,2002-10-01,0.46947120130062103
LH02,2002-11-01,0.43043437600135803
LH02,2002-12-01,0.5361757278442383
LH02,2003-01-01,0.6599607467651367
LH02,2003-02-01,0.6332879662513733
LH02,2003-03-01,0.4510084390640259
LH02,2003-04-01,0.6098536849021912
LH02,2003-05-01,NA
LH02,2003-06-01,NA
LH02,2003-07-01,0.5071127414703369
LH02,2003-08-01,0.5653584003448486
LH02,2003-09-01,0.28688332438468933
LH02,2003-10-01,0.41931796073913574
LH02,2003-11-01,0.5675113201141357
LH02,2003-12-01,NA
LH02,2004-01-01,NA
LH02,2004-02-01,NA
LH02,2004-03-01,0.3887329399585724
LH02,2004-04-01,0.37045204639434814
LH02,2004-05-01,NA
LH02,2004-06-01,NA
LH02,2004-07-01,NA
LH02,2004-08-01,0.34846100211143494
LH02,2004-09-01,0.39061203598976135
LH02,2004-10-01,0.7137238383293152
LH02,2004-11-01,0.6781824231147766
LH02,2004-12-01,NA
LH02,2005-01-01,0.6064481735229492
LH02,2005-02-01,0.5158057808876038
LH02,2005-03-01,NA
LH02,2005-04-01,0.45834100246429443
LH02,2005-05-01,NA
LH02,2005-06-01,NA
LH02,2005-07-01,0.5556398630142212
LH02,2005-08-01,0.47491782903671265
LH02,2005-09-01,NA
LH02,2005-10-01,NA
LH02,2005-11-01,0.6739001274108887
LH02,2005-12-01,NA
LH02,2006-01-01,0.6938288807868958
LH02,2006-02-01,0.6620040535926819
LH02,2006-03-01,NA
LH02,2006-04-01,0.38062816858291626
LH02,2006-05-01,NA
LH02,2006-06-01,NA
LH02,2006-07-01,0.6112672686576843
LH02,2006-08-01,0.6401852965354919
LH02,2006-09-01,0.41616520285606384
LH02,2006-10-01,0.379677414894104
LH02,2006-11-01,NA
LH02,2006-12-01,0.4254930764436722
LH02,2007-01-01,NA
LH02,2007-02-01,0.7399812340736389
LH02,2007-03-01,0.5194987058639526
LH02,2007-04-01,0.40194904804229736
LH02,2007-05-01,NA
LH02,2007-06-01,NA
LH02,2007-07-01,0.4093724191188812
LH02,2007-08-01,0.4049168825149536
LH02,2007-09-01,0.39825156331062317
LH02,2007-10-01,0.48180074989795685
LH02,2007-11-01,0.4566231071949005
LH02,2007-12-01,NA
LH02,2008-01-01,0.4370308220386505
LH02,2008-02-01,NA
LH02,2008-03-01,0.4643171727657318
LH02,2008-04-01,0.7119057178497314
LH02,2008-05-01,NA
LH02,2008-06-01,NA
LH02,2008-07-01,NA
LH02,2008-08-01,0.5159897208213806
LH02,2008-09-01,NA
LH02,2008-10-01,NA
LH02,2008-11-01,NA
LH02,2008-12-01,0.7483975291252136
LH02,2009-01-01,NA
LH02,2009-02-01,NA
LH02,2009-03-01,0.5732083916664124
LH02,2009-04-01,0.5069893002510071
LH02,2009-05-01,NA
LH02,2009-06-01,0.2669600248336792
LH02,2009-07-01,0.3962783217430115
LH02,2009-08-01,NA
LH02,2009-09-01,0.4346942603588104
LH02,2009-10-01,0.5720129609107971
LH02,2009-11-01,NA
LH02,2009-12-01,0.6110692024230957
LH02,2010-01-01,0.5325965285301208
LH02,2010-02-01,0.49220818281173706
LH02,2010-03-01,0.6644505858421326
LH02,2010-04-01,0.48107707500457764
LH02,2010-05-01,0.5660746693611145
LH02,2010-06-01,0.4249105900526047
LH02,2010-07-01,NA
LH02,2010-08-01,0.582762598991394
LH02,2010-09-01,NA
LH02,2010-10-01,0.4066714942455292
LH02,2010-11-01,0.6674139499664307
LH02,2010-12-01,0.8233139514923096
LH02,2011-01-01,0.45837509632110596
LH02,2011-02-01,0.4955402612686157
LH02,2011-03-01,0.5677598118782043
LH02,2011-04-01,NA
LH02,2011-05-01,0.4171609580516815
LH02,2011-06-01,NA
LH02,2011-07-01,0.3854389786720276
LH02,2011-08-01,0.4200207591056824
LH02,2011-09-01,0.7583613693714142
LH02,2011-10-01,0.41483089327812195
LH02,2011-11-01,NA
LH02,2011-12-01,0.4217950999736786
LH02,2012-01-01,NA
LH02,2012-02-01,0.5913679599761963
LH02,2012-03-01,0.4363486170768738
LH02,2012-04-01,0.5399088859558105
LH02,2012-05-01,0.4840593636035919
LH02,2012-06-01,NA
LH02,2012-07-01,NA
LH02,2012-08-01,0.492585152387619
LH02,2012-09-01,0.41443830728530884
LH02,2012-10-01,NA
LH02,2012-11-01,NA
LH02,2012-12-01,NA
LH02,2013-01-01,0.4288853406906128
LH02,2013-02-01,NA
LH02,2013-03-01,0.6399888694286346
LH02,2013-04-01,NA
LH02,2013-05-01,NA
LH02,2013-06-01,NA
LH02,2013-07-01,NA
LH02,2013-08-01,0.5386558175086975
LH02,2013-09-01,NA
LH02,2013-10-01,0.6267551183700562
LH02,2013-11-01,0.22564607858657837
LH02,2013-12-01,0.4845779836177826
LH02,2014-01-01,0.5424679517745972
LH02,2014-02-01,0.5428271293640137
LH02,2014-03-01,0.8803244233131409
LH02,2014-04-01,NA
LH02,2014-05-01,0.4983944147825241
LH02,2014-06-01,0.5895167589187622
LH02,2014-07-01,NA
LH02,2014-08-01,NA
LH02,2014-09-01,NA
LH02,2014-10-01,NA
LH02,2014-11-01,0.6790660619735718
LH02,2014-12-01,0.5276113748550415
LH02,2015-01-01,0.5253838300704956
LH02,2015-02-01,0.7135172486305237
LH02,2015-03-01,0.609420657157898
LH02,2015-04-01,0.5336697697639465
LH02,2015-05-01,0.4859933853149414
LH02,2015-06-01,NA
LH02,2015-07-01,NA
LH02,2015-08-01,0.6234881281852722
LH02,2015-09-01,0.44067344069480896
LH02,2015-10-01,NA
LH02,2015-11-01,NA
LH02,2015-12-01,0.6909855604171753
LH02,2016-01-01,NA
LH02,2016-02-01,0.34849685430526733
LH02,2016-03-01,0.6909093856811523
LH02,2016-04-01,0.40162378549575806
LH02,2016-05-01,NA
LH02,2016-06-01,NA
LH02,2016-07-01,NA
LH02,2016-08-01,0.5452438592910767
LH02,2016-09-01,0.6075654625892639
LH02,2016-10-01,0.4983142614364624
LH02,2016-11-01,0.3765645921230316
LH02,2016-12-01,NA
LH02,2017-01-01,0.5006298422813416
LH02,2017-02-01,0.5823188424110413
LH02,2017-03-01,0.43727362155914307
LH02,2017-04-01,0.6658881604671478
LH02,2017-05-01,NA
LH02,2017-06-01,NA
LH02,2017-07-01,0.5635372400283813
LH02,2017-08-01,0.48957234621047974
LH02,2017-09-01,0.46866947412490845
LH02,2017-10-01,0.4895757734775543
LH02,2017-11-01,NA
LH02,2017-12-01,0.5546598136425018
LH02,2018-01-01,NA
LH02,2018-02-01,0.46924325823783875
LH02,2018-03-01,0.5035545825958252
LH02,2018-04-01,0.7943530976772308
LH02,2018-05-01,0.786668062210083
LH02,2018-06-01,NA
LH02,2018-07-01,NA
LH02,2018-08-01,NA
LH02,2018-09-01,0.49296826124191284
LH02,2018-10-01,0.599596381187439
LH02,2018-11-01,0.9267452955245972
LH02,2018-12-01,NA
LH02,2019-01-01,0.33465152978897095
LH02,2019-02-01,0.44003598392009735
LH02,2019-03-01,NA
LH01,2002-07-01,0.543196976184845
LH01,2002-08-01,0.3648100793361664
LH01,2002-09-01,0.4654492735862732
LH01,2002-10-01,0.3782350569963455
LH01,2002-11-01,0.47733454406261444
LH01,2002-12-01,0.4800315499305725
LH01,2003-01-01,0.509231373667717
LH01,2003-02-01,0.7053619623184204
LH01,2003-03-01,0.48522084951400757
LH01,2003-04-01,0.5739285349845886
LH01,2003-05-01,0.41647061705589294
LH01,2003-06-01,NA
LH01,2003-07-01,0.4393054246902466
LH01,2003-08-01,0.4479137659072876
LH01,2003-09-01,0.5932132601737976
LH01,2003-10-01,0.2938900589942932
LH01,2003-11-01,0.5659716129302979
LH01,2003-12-01,0.4305638372898102
LH01,2004-01-01,0.48707643151283264
LH01,2004-02-01,0.5692291259765625
LH01,2004-03-01,0.36787015199661255
LH01,2004-04-01,NA
LH01,2004-05-01,0.38339370489120483
LH01,2004-06-01,NA
LH01,2004-07-01,0.5113383531570435
LH01,2004-08-01,NA
LH01,2004-09-01,0.3272518217563629
LH01,2004-10-01,0.68973308801651
LH01,2004-11-01,0.429298460483551
LH01,2004-12-01,NA
LH01,2005-01-01,0.5257857441902161
LH01,2005-02-01,0.5439079999923706
LH01,2005-03-01,0.6087645292282104
LH01,2005-04-01,0.4216741472482681
LH01,2005-05-01,NA
LH01,2005-06-01,NA
LH01,2005-07-01,NA
LH01,2005-08-01,0.4017067551612854
LH01,2005-09-01,NA
LH01,2005-10-01,0.3821738213300705
LH01,2005-11-01,0.3332858681678772
LH01,2005-12-01,0.5005357265472412
LH01,2006-01-01,0.5626040101051331
LH01,2006-02-01,0.6033068895339966
LH01,2006-03-01,0.47226908802986145
LH01,2006-04-01,0.6573003530502319
LH01,2006-05-01,NA
LH01,2006-06-01,NA
LH01,2006-07-01,0.6653680801391602
LH01,2006-08-01,0.4788886606693268
LH01,2006-09-01,0.39003297686576843
LH01,2006-10-01,0.3628581762313843
LH01,2006-11-01,0.5065832734107971
LH01,2006-12-01,0.39712782204151154
LH01,2007-01-01,0.42910635471343994
LH01,2007-02-01,0.7261830568313599
LH01,2007-03-01,0.4445461332798004
LH01,2007-04-01,0.4006492346525192
LH01,2007-05-01,0.5877444744110107
LH01,2007-06-01,NA
LH01,2007-07-01,NA
LH01,2007-08-01,0.4215202331542969
LH01,2007-09-01,0.31898489594459534
LH01,2007-10-01,0.4843462407588959
LH01,2007-11-01,0.4029731750488281
LH01,2007-12-01,0.5414082407951355
LH01,2008-01-01,0.2605391666293144
LH01,2008-02-01,0.6528979539871216
LH01,2008-03-01,0.4135279208421707
LH01,2008-04-01,0.561851978302002
LH01,2008-05-01,0.5417669713497162
LH01,2008-06-01,NA
LH01,2008-07-01,NA
LH01,2008-08-01,0.45359767973423004
LH01,2008-09-01,0.6442119479179382
LH01,2008-10-01,0.32835522294044495
LH01,2008-11-01,NA
LH01,2008-12-01,0.6434736847877502
LH01,2009-01-01,NA
LH01,2009-02-01,NA
LH01,2009-03-01,0.42045989632606506
LH01,2009-04-01,0.5383255481719971
LH01,2009-05-01,0.5829989314079285
LH01,2009-06-01,NA
LH01,2009-07-01,0.36268067359924316
LH01,2009-08-01,NA
LH01,2009-09-01,0.8423380255699158
LH01,2009-10-01,0.6728092432022095
LH01,2009-11-01,0.5051289051771164
LH01,2009-12-01,0.36300230026245117
LH01,2010-01-01,0.4895719736814499
LH01,2010-02-01,0.5874043703079224
LH01,2010-03-01,0.5502916723489761
LH01,2010-04-01,0.33714327216148376
LH01,2010-05-01,0.44178009033203125
LH01,2010-06-01,0.4951634705066681
LH01,2010-07-01,0.5185261964797974
LH01,2010-08-01,NA
LH01,2010-09-01,0.4023633897304535
LH01,2010-10-01,NA
LH01,2010-11-01,0.6845715641975403
LH01,2010-12-01,0.652665764093399
LH01,2011-01-01,0.3592580556869507
LH01,2011-02-01,0.4125213921070099
LH01,2011-03-01,0.792393147945404
LH01,2011-04-01,0.6727054417133331
LH01,2011-05-01,0.4415358006954193
LH01,2011-06-01,NA
LH01,2011-07-01,0.5481234788894653
LH01,2011-08-01,0.41932404041290283
LH01,2011-09-01,0.8019951581954956
LH01,2011-10-01,0.45533519983291626
LH01,2011-11-01,0.5639061331748962
LH01,2011-12-01,NA
LH01,2012-01-01,NA
LH01,2012-02-01,NA
LH01,2012-03-01,0.6367736458778381
LH01,2012-04-01,0.6533374190330505
LH01,2012-05-01,NA
LH01,2012-06-01,NA
LH01,2012-07-01,NA
LH01,2012-08-01,0.5741508603096008
LH01,2012-09-01,0.4223151206970215
LH01,2012-10-01,NA
LH01,2012-11-01,0.46660029888153076
LH01,2012-12-01,0.4112361669540405
LH01,2013-01-01,0.38850006461143494
LH01,2013-02-01,NA
LH01,2013-03-01,0.6585712730884552
LH01,2013-04-01,0.4641264081001282
LH01,2013-05-01,0.43877166509628296
LH01,2013-06-01,NA
LH01,2013-07-01,NA
LH01,2013-08-01,0.49533960223197937
LH01,2013-09-01,NA
LH01,2013-10-01,0.4098067283630371
LH01,2013-11-01,0.310637891292572
LH01,2013-12-01,0.48826533555984497
LH01,2014-01-01,0.4493298977613449
LH01,2014-02-01,0.5288826823234558
LH01,2014-03-01,0.5744562149047852
LH01,2014-04-01,0.6077994704246521
LH01,2014-05-01,0.6492566466331482
LH01,2014-06-01,0.6805692315101624
LH01,2014-07-01,0.45823028683662415
LH01,2014-08-01,NA
LH01,2014-09-01,0.6721745729446411
LH01,2014-10-01,0.4129517078399658
LH01,2014-11-01,0.5744486451148987
LH01,2014-12-01,NA
LH01,2015-01-01,0.37151145935058594
LH01,2015-02-01,0.6689877212047577
LH01,2015-03-01,0.6054894328117371
LH01,2015-04-01,NA
LH01,2015-05-01,0.5248992443084717
LH01,2015-06-01,NA
LH01,2015-07-01,NA
LH01,2015-08-01,0.5126425623893738
LH01,2015-09-01,0.478340208530426
