Date,Site,PAR
2003-05-01,LH07,10.2319974899292
2003-05-01,LH10,10.229997634887695
2003-05-01,PB02,10.623997688293457
2003-05-01,PB03,10.645997047424316
2003-05-01,PB10,10.645997047424316
2003-05-01,PB11,10.623997688293457
2003-05-01,PL02,10.065997123718262
2003-05-01,PL03,10.065997123718262
2003-05-01,PL14,10.44599723815918
2003-05-01,PL16,10.44599723815918
2003-06-01,BP01,12.9219970703125
2003-06-01,BP02,13.17399787902832
2003-06-01,BP03,13.17399787902832
2003-06-01,BP05,13.283997535705566
2003-06-01,BP06,13.2319974899292
2003-06-01,BP08,13.127997398376465
2003-06-01,BP10,12.99999713897705
2003-06-01,BP13,13.117997169494629
2003-06-01,BP14,12.811997413635254
2003-06-01,LH01,12.811997413635254
2003-06-01,LH02,12.811997413635254
2003-06-01,LH07,13.065997123718262
2003-06-01,LH10,12.96999740600586
2003-06-01,PB02,13.283997535705566
2003-06-01,PB03,13.299997329711914
2003-06-01,PB10,13.299997329711914
2003-06-01,PB11,13.283997535705566
2003-06-01,PL02,12.9219970703125
2003-06-01,PL03,12.9219970703125
2003-06-01,PL14,13.17399787902832
2003-06-01,PL16,13.17399787902832
2003-07-01,BP01,15.711997985839844
2003-07-01,BP02,15.889997482299805
2003-07-01,BP03,15.889997482299805
2003-07-01,BP05,15.941997528076172
2003-07-01,BP06,15.901997566223145
2003-07-01,BP08,15.76199722290039
2003-07-01,BP10,15.487998008728027
2003-07-01,BP13,16.205997467041016
2003-07-01,BP14,16.161996841430664
2003-07-01,LH01,16.161996841430664
2003-07-01,LH02,16.161996841430664
2003-07-01,LH07,15.377997398376465
2003-07-01,LH10,15.34599781036377
2003-07-01,PB02,15.941997528076172
2003-07-01,PB03,15.92399787902832
2003-07-01,PB10,15.92399787902832
2003-07-01,PB11,15.941997528076172
2003-07-01,PL02,15.711997985839844
2003-07-01,PL03,15.711997985839844
2003-07-01,PL14,15.889997482299805
2003-07-01,PL16,15.889997482299805
2003-08-01,BP01,26.371997833251953
2003-08-01,BP02,26.701997756958008
2003-08-01,BP03,26.701997756958008
2003-08-01,BP05,26.955997467041016
2003-08-01,BP06,27.121997833251953
2003-08-01,BP08,27.329998016357422
2003-08-01,BP10,26.443998336791992
2003-08-01,BP13,26.345998764038086
2003-08-01,BP14,24.87799835205078
2003-08-01,LH01,24.87799835205078
2003-08-01,LH02,24.87799835205078
2003-08-01,LH07,25.5779972076416
2003-08-01,LH10,24.5679988861084
2003-08-01,PB02,26.955997467041016
2003-08-01,PB03,26.565998077392578
2003-08-01,PB10,26.565998077392578
2003-08-01,PB11,26.955997467041016
2003-08-01,PL02,26.371997833251953
2003-08-01,PL03,26.371997833251953
2003-08-01,PL14,26.701997756958008
2003-08-01,PL16,26.701997756958008
2003-09-01,BP01,37.599998474121094
2003-09-01,BP02,37.28799819946289
2003-09-01,BP03,37.28799819946289
2003-09-01,BP05,37.08199691772461
2003-09-01,BP06,36.88999938964844
2003-09-01,BP08,36.939998626708984
2003-09-01,BP10,36.24799728393555
2003-09-01,BP13,37.77399826049805
2003-09-01,BP14,37.83599853515625
2003-09-01,LH01,37.83599853515625
2003-09-01,LH02,37.83599853515625
2003-09-01,LH07,38.823997497558594
2003-09-01,LH10,38.28999710083008
2003-09-01,PB02,37.08199691772461
2003-09-01,PB03,37.22999954223633
2003-09-01,PB10,37.22999954223633
2003-09-01,PB11,37.08199691772461
2003-09-01,PL02,37.599998474121094
2003-09-01,PL03,37.599998474121094
2003-09-01,PL14,37.28799819946289
2003-09-01,PL16,37.28799819946289
2003-10-01,BP01,51.4739990234375
2003-10-01,BP02,51.86399841308594
2003-10-01,BP03,51.86399841308594
2003-10-01,BP05,51.97200012207031
2003-10-01,BP06,51.87199783325195
2003-10-01,BP08,52.205997467041016
2003-10-01,BP10,51.24399948120117
2003-10-01,BP13,51.874000549316406
2003-10-01,BP14,51.69199752807617
2003-10-01,LH01,51.69199752807617
2003-10-01,LH02,51.69199752807617
2003-10-01,LH07,52.21799850463867
2003-10-01,LH10,51.92799758911133
2003-10-01,PB02,51.97200012207031
2003-10-01,PB03,51.917999267578125
2003-10-01,PB10,51.917999267578125
2003-10-01,PB11,51.97200012207031
2003-10-01,PL02,51.4739990234375
2003-10-01,PL03,51.4739990234375
2003-10-01,PL14,51.86399841308594
2003-10-01,PL16,51.86399841308594
2003-11-01,BP01,56.97200012207031
2003-11-01,BP02,57.93000030517578
2003-11-01,BP03,57.93000030517578
2003-11-01,BP05,58.310001373291016
2003-11-01,BP06,57.843997955322266
2003-11-01,BP08,56.58599853515625
2003-11-01,BP10,56.099998474121094
2003-11-01,BP13,56.737998962402344
2003-11-01,BP14,56.197998046875
2003-11-01,LH01,56.197998046875
2003-11-01,LH02,56.197998046875
2003-11-01,LH07,55.24800109863281
2003-11-01,LH10,56.08599853515625
2003-11-01,PB02,58.310001373291016
2003-11-01,PB03,58.32600021362305
2003-11-01,PB10,58.32600021362305
2003-11-01,PB11,58.310001373291016
2003-11-01,PL02,56.97200012207031
2003-11-01,PL03,56.97200012207031
2003-11-01,PL14,57.93000030517578
2003-11-01,PL16,57.93000030517578
2003-12-01,BP01,44.784000396728516
2003-12-01,BP02,44.823997497558594
2003-12-01,BP03,44.823997497558594
2003-12-01,BP05,45.10799789428711
2003-12-01,BP06,46.06800079345703
2003-12-01,BP08,45.2859992980957
2003-12-01,BP10,43.76799774169922
2003-12-01,BP13,46.013999938964844
2003-12-01,BP14,46.40800094604492
2003-12-01,LH01,46.40800094604492
2003-12-01,LH02,46.40800094604492
2003-12-01,LH07,45.2140007019043
2003-12-01,LH10,45.32999801635742
2003-12-01,PB02,45.10799789428711
2003-12-01,PB03,44.35199737548828
2003-12-01,PB10,44.35199737548828
2003-12-01,PB11,45.10799789428711
2003-12-01,PL02,44.784000396728516
2003-12-01,PL03,44.784000396728516
2003-12-01,PL14,44.823997497558594
2003-12-01,PL16,44.823997497558594
2004-01-01,BP01,41.11199951171875
2004-01-01,BP02,41.4640007019043
2004-01-01,BP03,41.4640007019043
2004-01-01,BP05,41.75199890136719
2004-01-01,BP06,41.657997131347656
2004-01-01,BP08,41.54999923706055
2004-01-01,BP10,40.80999755859375
2004-01-01,BP13,41.099998474121094
2004-01-01,BP14,40.694000244140625
2004-01-01,LH01,40.694000244140625
2004-01-01,LH02,40.694000244140625
2004-01-01,LH07,41.417999267578125
2004-01-01,LH10,41.17399978637695
2004-01-01,PB02,41.75199890136719
2004-01-01,PB03,41.20399856567383
2004-01-01,PB10,41.20399856567383
2004-01-01,PB11,41.75199890136719
2004-01-01,PL02,41.11199951171875
2004-01-01,PL03,41.11199951171875
2004-01-01,PL14,41.4640007019043
2004-01-01,PL16,41.4640007019043
2004-02-01,BP01,33.4379997253418
2004-02-01,BP02,34.29399871826172
2004-02-01,BP03,34.29399871826172
2004-02-01,BP05,34.79399871826172
2004-02-01,BP06,34.433998107910156
2004-02-01,BP08,33.93199920654297
2004-02-01,BP10,32.83799743652344
2004-02-01,BP13,34.7339973449707
2004-02-01,BP14,34.5620002746582
2004-02-01,LH01,34.5620002746582
2004-02-01,LH02,34.5620002746582
2004-02-01,LH07,33.965999603271484
2004-02-01,LH10,33.58599853515625
2004-02-01,PB02,34.79399871826172
2004-02-01,PB03,33.06999969482422
2004-02-01,PB10,33.06999969482422
2004-02-01,PB11,34.79399871826172
2004-02-01,PL02,33.4379997253418
2004-02-01,PL03,33.4379997253418
2004-02-01,PL14,34.29399871826172
2004-02-01,PL16,34.29399871826172
2004-03-01,BP01,20.13199806213379
2004-03-01,BP02,20.35199737548828
2004-03-01,BP03,20.35199737548828
2004-03-01,BP05,20.477998733520508
2004-03-01,BP06,20.573997497558594
2004-03-01,BP08,20.473997116088867
2004-03-01,BP10,20.54399871826172
2004-03-01,BP13,20.71999740600586
2004-03-01,BP14,20.54399871826172
2004-03-01,LH01,20.54399871826172
2004-03-01,LH02,20.54399871826172
2004-03-01,LH07,20.079998016357422
2004-03-01,LH10,20.411998748779297
2004-03-01,PB02,20.477998733520508
2004-03-01,PB03,20.797998428344727
2004-03-01,PB10,20.797998428344727
2004-03-01,PB11,20.477998733520508
2004-03-01,PL02,20.13199806213379
2004-03-01,PL03,20.13199806213379
2004-03-01,PL14,20.35199737548828
2004-03-01,PL16,20.35199737548828
2004-04-01,BP01,13.36999797821045
2004-04-01,BP02,13.39999771118164
2004-04-01,BP03,13.39999771118164
2004-04-01,BP05,13.253997802734375
2004-04-01,BP06,12.961997032165527
2004-04-01,BP08,13.413997650146484
2004-04-01,BP10,13.367997169494629
2004-04-01,BP13,13.441997528076172
2004-04-01,BP14,13.545997619628906
2004-04-01,LH01,13.545997619628906
2004-04-01,LH02,13.545997619628906
2004-04-01,LH07,13.147997856140137
2004-04-01,LH10,13.251997947692871
2004-04-01,PB02,13.253997802734375
2004-04-01,PB03,12.973997116088867
2004-04-01,PB10,12.973997116088867
2004-04-01,PB11,13.253997802734375
2004-04-01,PL02,13.36999797821045
2004-04-01,PL03,13.36999797821045
2004-04-01,PL14,13.39999771118164
2004-04-01,PL16,13.39999771118164
2004-05-01,BP01,9.829997062683105
2004-05-01,BP02,9.941997528076172
2004-05-01,BP03,9.941997528076172
2004-05-01,BP05,10.091997146606445
2004-05-01,BP06,10.465997695922852
2004-05-01,BP08,10.24999713897705
2004-05-01,BP10,10.14799690246582
2004-05-01,BP13,10.621997833251953
2004-05-01,BP14,10.465997695922852
2004-05-01,LH01,10.465997695922852
2004-05-01,LH02,10.465997695922852
2004-05-01,LH07,10.001996994018555
2004-05-01,LH10,10.115997314453125
2004-05-01,PB02,10.091997146606445
2004-05-01,PB03,10.169997215270996
2004-05-01,PB10,10.169997215270996
2004-05-01,PB11,10.091997146606445
2004-05-01,PL02,9.829997062683105
2004-05-01,PL03,9.829997062683105
2004-05-01,PL14,9.941997528076172
2004-05-01,PL16,9.941997528076172
2004-06-01,BP01,11.181997299194336
2004-06-01,BP02,11.679997444152832
2004-06-01,BP03,11.679997444152832
2004-06-01,BP05,12.079997062683105
2004-06-01,BP06,12.225997924804687
2004-06-01,BP08,11.917997360229492
2004-06-01,BP10,11.597997665405273
2004-06-01,BP13,11.985997200012207
2004-06-01,BP14,12.019997596740723
2004-06-01,LH01,12.019997596740723
2004-06-01,LH02,12.019997596740723
2004-06-01,LH07,11.721997261047363
2004-06-01,LH10,11.413997650146484
2004-06-01,PB02,12.079997062683105
2004-06-01,PB03,11.803997039794922
2004-06-01,PB10,11.803997039794922
2004-06-01,PB11,12.079997062683105
2004-06-01,PL02,11.181997299194336
2004-06-01,PL03,11.181997299194336
2004-06-01,PL14,11.679997444152832
2004-06-01,PL16,11.679997444152832
2004-07-01,BP01,15.181997299194336
2004-07-01,BP02,15.7319974899292
2004-07-01,BP03,15.7319974899292
2004-07-01,BP05,16.21999740600586
2004-07-01,BP06,16.685997009277344
2004-07-01,BP08,16.305997848510742
2004-07-01,BP10,16.393997192382812
2004-07-01,BP13,15.597997665405273
2004-07-01,BP14,16.23799705505371
2004-07-01,LH01,16.23799705505371
2004-07-01,LH02,16.23799705505371
2004-07-01,LH07,15.865997314453125
2004-07-01,LH10,16.099998474121094
2004-07-01,PB02,16.21999740600586
2004-07-01,PB03,16.165998458862305
2004-07-01,PB10,16.165998458862305
2004-07-01,PB11,16.21999740600586
2004-07-01,PL02,15.181997299194336
2004-07-01,PL03,15.181997299194336
2004-07-01,PL14,15.7319974899292
2004-07-01,PL16,15.7319974899292
2004-08-01,BP01,26.35999870300293
2004-08-01,BP02,27.26599884033203
2004-08-01,BP03,27.26599884033203
2004-08-01,BP05,27.889997482299805
2004-08-01,BP06,28.31399917602539
2004-08-01,BP08,27.639997482299805
2004-08-01,BP10,28.367998123168945
2004-08-01,BP13,27.021997451782227
2004-08-01,BP14,26.639997482299805
2004-08-01,LH01,26.639997482299805
2004-08-01,LH02,26.639997482299805
2004-08-01,LH07,26.801998138427734
2004-08-01,LH10,26.845998764038086
2004-08-01,PB02,27.889997482299805
2004-08-01,PB03,28.26599884033203
2004-08-01,PB10,28.26599884033203
2004-08-01,PB11,27.889997482299805
2004-08-01,PL02,26.35999870300293
2004-08-01,PL03,26.35999870300293
2004-08-01,PL14,27.26599884033203
2004-08-01,PL16,27.26599884033203
2004-09-01,BP01,36.51599884033203
2004-09-01,BP02,36.697998046875
2004-09-01,BP03,36.697998046875
2004-09-01,BP05,36.46399688720703
2004-09-01,BP06,35.83599853515625
2004-09-01,BP08,36.395999908447266
2004-09-01,BP10,36.29999923706055
2004-09-01,BP13,36.41999816894531
2004-09-01,BP14,35.87999725341797
2004-09-01,LH01,35.87999725341797
2004-09-01,LH02,35.87999725341797
2004-09-01,LH07,36.30799865722656
2004-09-01,LH10,36.301998138427734
2004-09-01,PB02,36.46399688720703
2004-09-01,PB03,37.08199691772461
2004-09-01,PB10,37.08199691772461
2004-09-01,PB11,36.46399688720703
2004-09-01,PL02,36.51599884033203
2004-09-01,PL03,36.51599884033203
2004-09-01,PL14,36.697998046875
2004-09-01,PL16,36.697998046875
2004-10-01,BP01,43.45399856567383
2004-10-01,BP02,43.78799819946289
2004-10-01,BP03,43.78799819946289
2004-10-01,BP05,44.32600021362305
2004-10-01,BP06,45.12199783325195
2004-10-01,BP08,45.2140007019043
2004-10-01,BP10,44.115997314453125
2004-10-01,BP13,44.125999450683594
2004-10-01,BP14,43.513999938964844
2004-10-01,LH01,43.513999938964844
2004-10-01,LH02,43.513999938964844
2004-10-01,LH07,43.8120002746582
2004-10-01,LH10,42.94199752807617
2004-10-01,PB02,44.32600021362305
2004-10-01,PB03,45.67599868774414
2004-10-01,PB10,45.67599868774414
2004-10-01,PB11,44.32600021362305
2004-10-01,PL02,43.45399856567383
2004-10-01,PL03,43.45399856567383
2004-10-01,PL14,43.78799819946289
2004-10-01,PL16,43.78799819946289
2004-11-01,BP01,44.68000030517578
2004-11-01,BP02,44.75199890136719
2004-11-01,BP03,44.75199890136719
2004-11-01,BP05,44.847999572753906
2004-11-01,BP06,44.47599792480469
2004-11-01,BP08,43.85599899291992
2004-11-01,BP10,45.18000030517578
2004-11-01,BP13,44.51599884033203
2004-11-01,BP14,43.51599884033203
2004-11-01,LH01,43.51599884033203
2004-11-01,LH02,43.51599884033203
2004-11-01,LH07,44.5099983215332
2004-11-01,LH10,43.47200012207031
2004-11-01,PB02,44.847999572753906
2004-11-01,PB03,43.97200012207031
2004-11-01,PB10,43.97200012207031
2004-11-01,PB11,44.847999572753906
2004-11-01,PL02,44.68000030517578
2004-11-01,PL03,44.68000030517578
2004-11-01,PL14,44.75199890136719
2004-11-01,PL16,44.75199890136719
2004-12-01,BP01,50.22599792480469
2004-12-01,BP02,51.19199752807617
2004-12-01,BP03,51.19199752807617
2004-12-01,BP05,51.78799819946289
2004-12-01,BP06,51.933998107910156
2004-12-01,BP08,51.13800048828125
2004-12-01,BP10,50.42799758911133
2004-12-01,BP13,49.86000061035156
2004-12-01,BP14,49.88399887084961
2004-12-01,LH01,49.88399887084961
2004-12-01,LH02,49.88399887084961
2004-12-01,LH07,51.433998107910156
2004-12-01,LH10,50.33799743652344
2004-12-01,PB02,51.78799819946289
2004-12-01,PB03,52.02799987792969
2004-12-01,PB10,52.02799987792969
2004-12-01,PB11,51.78799819946289
2004-12-01,PL02,50.22599792480469
2004-12-01,PL03,50.22599792480469
2004-12-01,PL14,51.19199752807617
2004-12-01,PL16,51.19199752807617
2005-01-01,BP01,41.57999801635742
2005-01-01,BP02,41.11000061035156
2005-01-01,BP03,41.11000061035156
2005-01-01,BP05,40.779998779296875
2005-01-01,BP06,40.29399871826172
2005-01-01,BP08,40.58399963378906
2005-01-01,BP10,39.5
2005-01-01,BP13,41.43199920654297
2005-01-01,BP14,43.2239990234375
2005-01-01,LH01,43.2239990234375
2005-01-01,LH02,43.2239990234375
2005-01-01,LH07,44.323997497558594
2005-01-01,LH10,43.87799835205078
2005-01-01,PB02,40.779998779296875
2005-01-01,PB03,41.481998443603516
2005-01-01,PB10,41.481998443603516
2005-01-01,PB11,40.779998779296875
2005-01-01,PL02,41.57999801635742
2005-01-01,PL03,41.57999801635742
2005-01-01,PL14,41.11000061035156
2005-01-01,PL16,41.11000061035156
2005-02-01,BP01,32.343997955322266
2005-02-01,BP02,33.12799835205078
2005-02-01,BP03,33.12799835205078
2005-02-01,BP05,33.6719970703125
2005-02-01,BP06,34.03999710083008
2005-02-01,BP08,33.74399948120117
2005-02-01,BP10,32.90999984741211
2005-02-01,BP13,32.87999725341797
2005-02-01,BP14,32.03999710083008
2005-02-01,LH01,32.03999710083008
2005-02-01,LH02,32.03999710083008
2005-02-01,LH07,32.36800003051758
2005-02-01,LH10,31.977998733520508
2005-02-01,PB02,33.6719970703125
2005-02-01,PB03,33.94199752807617
2005-02-01,PB10,33.94199752807617
2005-02-01,PB11,33.6719970703125
2005-02-01,PL02,32.343997955322266
2005-02-01,PL03,32.343997955322266
2005-02-01,PL14,33.12799835205078
2005-02-01,PL16,33.12799835205078
2005-03-01,BP01,22.04399871826172
2005-03-01,BP02,22.525997161865234
2005-03-01,BP03,22.525997161865234
2005-03-01,BP05,22.717998504638672
2005-03-01,BP06,22.635997772216797
2005-03-01,BP08,23.12999725341797
2005-03-01,BP10,22.581998825073242
2005-03-01,BP13,22.40199851989746
2005-03-01,BP14,22.44999885559082
2005-03-01,LH01,22.44999885559082
2005-03-01,LH02,22.44999885559082
2005-03-01,LH07,22.521997451782227
2005-03-01,LH10,22.85599708557129
2005-03-01,PB02,22.717998504638672
2005-03-01,PB03,22.697998046875
2005-03-01,PB10,22.697998046875
2005-03-01,PB11,22.717998504638672
2005-03-01,PL02,22.04399871826172
2005-03-01,PL03,22.04399871826172
2005-03-01,PL14,22.525997161865234
2005-03-01,PL16,22.525997161865234
2005-04-01,BP01,13.9819974899292
2005-04-01,BP02,13.917997360229492
2005-04-01,BP03,13.917997360229492
2005-04-01,BP05,13.855997085571289
2005-04-01,BP06,14.037997245788574
2005-04-01,BP08,13.735997200012207
2005-04-01,BP10,13.985997200012207
2005-04-01,BP13,13.8879976272583
2005-04-01,BP14,13.947997093200684
2005-04-01,LH01,13.947997093200684
2005-04-01,LH02,13.947997093200684
2005-04-01,LH07,13.729997634887695
2005-04-01,LH10,13.313997268676758
2005-04-01,PB02,13.855997085571289
2005-04-01,PB03,14.39999771118164
2005-04-01,PB10,14.39999771118164
2005-04-01,PB11,13.855997085571289
2005-04-01,PL02,13.9819974899292
2005-04-01,PL03,13.9819974899292
2005-04-01,PL14,13.917997360229492
2005-04-01,PL16,13.917997360229492
2005-05-01,BP01,9.197997093200684
2005-05-01,BP02,9.733997344970703
2005-05-01,BP03,9.733997344970703
2005-05-01,BP05,10.019997596740723
2005-05-01,BP06,10.143997192382812
2005-05-01,BP08,10.28599739074707
2005-05-01,BP10,10.33199691772461
2005-05-01,BP13,9.971997261047363
2005-05-01,BP14,10.009997367858887
2005-05-01,LH01,10.009997367858887
2005-05-01,LH02,10.009997367858887
2005-05-01,LH07,9.441997528076172
2005-05-01,LH10,9.489996910095215
2005-05-01,PB02,10.019997596740723
2005-05-01,PB03,10.091997146606445
2005-05-01,PB10,10.091997146606445
2005-05-01,PB11,10.019997596740723
2005-05-01,PL02,9.197997093200684
2005-05-01,PL03,9.197997093200684
2005-05-01,PL14,9.733997344970703
2005-05-01,PL16,9.733997344970703
2005-06-01,BP01,9.923996925354004
